"candidate_project_id","proposed_slug","proposed_title","year","media","type","roles","techniques","context","scope","client_or_artist","series_collection","related_project_ids","source_legacy_urls","normalization_action","decision_class","confidence","human_review_required","evidence","notes"
"project-maeshimasoshi","maeshimasoshi","Portrait of maeshima soshi","2021","Image","Portrait","","Animation; Drawing","","","maeshima soshi","","","https://oikaw.com/maeshimasoshi","keep","auto-approvable","high","false","https://web.archive.org/web/20250912085810/https://oikaw.oikaw.com/maeshimasoshi",""
"project-majorminor","majorminor","MAJOR-MINOR","2019","Video","Music Video","Direction; Editing","CGI","","","NOISEMAKER","","","https://oikaw.com/majorminor","keep","auto-approvable","high","false","https://web.archive.org/web/20250912092730/https://oikaw.oikaw.com/majorminor","Legacy “CG” is retained as Technique=CGI and is not guessed as Role=3D or VFX."
"project-mflo-chelmico-runaways","mflo-chelmico-runaways","RUN AWAYS","2020","Video","Music Video","3D; Cinematography","CGI; Live Action","","","m-flo♡chelmico","","","https://oikaw.com/mflo-chelmico-runaways","keep","auto-approvable","high","false","https://web.archive.org/web/20251011153004/https://oikaw.oikaw.com/mflo-chelmico-runaways",""
"project-mojimo-game","mojimo-game","mojimo game","2018","Image","Other Type","","","Client","","Fontworks","","","https://oikaw.com/mojimo-game","keep","auto-approvable","high","false","https://web.archive.org/web/20251015144713/https://oikaw.oikaw.com/mojimo-game",""
"project-monster-rion-message","monster-rion-message","Message","2018","Video","Music Video","Direction; Cinematography; Editing","Live Action","","","Monster Rion feat. Taichi Mukai","","","https://oikaw.com/monster-rion-message","keep","auto-approvable","high","false","https://web.archive.org/web/20251015150638/https://oikaw.oikaw.com/monster-rion-message",""
"project-monster-rion-secret","monster-rion-secret","Secret Dancehall feat. IO, YOUNG JUJU & Thelma Aoyama","2018","Video","Music Video","Direction; Cinematography; Editing","CGI; Live Action","","","Monster Rion (SONPUB & The BK Sound)","","","https://oikaw.com/monster-rion-secret","keep","auto-approvable","high","false","https://web.archive.org/web/20250912095240/https://oikaw.oikaw.com/monster-rion-secret","Legacy “CG” is retained as Technique=CGI and is not guessed as Role=3D or VFX."
"project-monster-riot","monster-riot","Monster Riot feat. Jinmenusagi","2016","Video","Music Video","Direction; Cinematography; Editing","CGI; Live Action","","","Monster Rion (SONPUB & The BK Sound)","","","https://oikaw.com/monster-riot","keep","auto-approvable","high","false","https://web.archive.org/web/20250912095337/https://oikaw.oikaw.com/monster-riot","Legacy “CG” is retained as Technique=CGI and is not guessed as Role=3D or VFX."
"project-portrait-4s4ki-2020","portrait-4s4ki-2020","Portrait of 4s4ki 2020","2020","Image","Portrait","","","","","4s4ki","","","https://oikaw.com/portrait-4s4ki-2020; https://oikaw.com/portrait-4s4ki","merge-duplicate","auto-approvable","high","false","https://web.archive.org/web/20251015143637/https://oikaw.oikaw.com/portrait-4s4ki-2020; https://web.archive.org/web/20200918094118/https://oikaw.com/portrait-4s4ki","Canonical Project confirmed: archived source occurrences match the same output by title, artist/client, year, and content; retain every legacy source URL without creating another Project."
"project-portrait-satoru-kawaguchi","portrait-satoru-kawaguchi","Portrait of Satoru Kawaguchi","2019","Image","Portrait","","Mixed Media","","","","","","https://oikaw.com/portrait-satoru-kawaguchi; https://oikaw.com/portrait-sk","merge-duplicate","auto-approvable","high","false","https://web.archive.org/web/20251011161957/https://oikaw.oikaw.com/portrait-satoru-kawaguchi; https://web.archive.org/web/20200918112751/https://oikaw.com/portrait-sk","Canonical Project confirmed: archived source occurrences match the same output by title, artist/client, year, and content; retain every legacy source URL without creating another Project."
"project-sexgame","sexgame","SEXGAME","2018","Video","Music Video","Direction; Cinematography; Editing","Live Action","","","the hatch","","","https://oikaw.com/sexgame","keep","auto-approvable","high","false","https://web.archive.org/web/20250912090806/https://oikaw.oikaw.com/sexgame",""
"project-tentere-ending-2018","tentere-ending-2018","NHK Eテレ「天才てれびくんYOU」エンディング","2018","Video","Broadcast","Direction; Editing","CGI","","","NHK Eテレ","天才てれびくん エンディング","","https://oikaw.com/tentere-ending","split-from-group","ai-decidable","high","false","https://web.archive.org/web/20251015135926/https://oikaw.oikaw.com/tentere-ending","Split confirmed by evidence-based interpretation: the legacy page groups distinct released outputs, not gallery or supplementary media. Slug assigned under the approved title-based lowercase ASCII kebab-case policy; existing nonblank slugs are not renamed solely for style consistency."
"project-tentere-ending-2019","tentere-ending-2019","NHK Eテレ「天才てれびくんYOU」エンディング","2019","Video","Broadcast","Direction; Editing","CGI","","","NHK Eテレ","天才てれびくん エンディング","","https://oikaw.com/tentere-ending","split-from-group","ai-decidable","high","false","https://web.archive.org/web/20251015135926/https://oikaw.oikaw.com/tentere-ending","Split confirmed by evidence-based interpretation: the legacy page groups distinct released outputs, not gallery or supplementary media. Slug assigned under the approved title-based lowercase ASCII kebab-case policy; existing nonblank slugs are not renamed solely for style consistency."
"project-tentere-ending-2020","tentere-ending-2020","NHK Eテレ「天才てれびくんhello」エンディング","2020","Video","Broadcast","Direction; Editing","CGI","","","NHK Eテレ","天才てれびくん エンディング","","https://oikaw.com/tentere-ending","split-from-group","ai-decidable","high","false","https://web.archive.org/web/20251015135926/https://oikaw.oikaw.com/tentere-ending","Split confirmed by evidence-based interpretation: the legacy page groups distinct released outputs, not gallery or supplementary media. Slug assigned under the approved title-based lowercase ASCII kebab-case policy; existing nonblank slugs are not renamed solely for style consistency."
"project-tentere-ending-2021","tentere-ending-2021","NHK Eテレ「天才てれびくんhello」エンディング","2021","Video","Broadcast","Direction; Editing; 3D","CGI; Animation","","","NHK Eテレ","天才てれびくん エンディング","","https://oikaw.com/tentere-ending","split-from-group","ai-decidable","high","false","https://web.archive.org/web/20251015135926/https://oikaw.oikaw.com/tentere-ending","Split confirmed by evidence-based interpretation: the legacy page groups distinct released outputs, not gallery or supplementary media. Slug assigned under the approved title-based lowercase ASCII kebab-case policy; existing nonblank slugs are not renamed solely for style consistency."
"project-tentere-ending-2022","tentere-ending-2022","NHK Eテレ「天才てれびくんhello」エンディング","2022","Video","Broadcast","","","","","NHK Eテレ","天才てれびくん エンディング","","https://oikaw.com/tentere-ending","split-from-group","ai-decidable","high","false","https://web.archive.org/web/20251015135926/https://oikaw.oikaw.com/tentere-ending","Split confirmed by evidence-based interpretation: the legacy page groups distinct released outputs, not gallery or supplementary media. Slug assigned under the approved title-based lowercase ASCII kebab-case policy; existing nonblank slugs are not renamed solely for style consistency."
"project-thai-2016","thai-2016","""タイ ประเทศไทย Thailand"" 2016","2016","Image","Photo","","","","","","","","https://oikaw.com/thai-2016","defer","auto-approvable","medium","false","https://web.archive.org/web/20251011162202/https://oikaw.oikaw.com/thai-2016","Photography Project retained for SEO migration with initial_release_scope=false; Project boundary is confirmed even though publication is deferred."
"project-tsuru-to-kame","tsuru-to-kame","[鶴と亀 禄] パンチライン CGビジュアル","2017","Image","Other Type","3D","CGI","","","","","","https://oikaw.com/tsuru-to-kame; https://oikaw.com/lex","merge-duplicate","auto-approvable","high","false","https://web.archive.org/web/20250912085152/https://oikaw.oikaw.com/tsuru-to-kame; https://web.archive.org/web/20200918101500/https://oikaw.com/lex","Canonical Project confirmed: archived source occurrences match the same output by title, artist/client, year, and content; retain every legacy source URL without creating another Project."
