"legacy_url","legacy_path","source_host","verification_status","page_kind","legacy_title","legacy_meta_description","legacy_canonical","year","client_or_artist","work_title","legacy_category","roles","techniques","language","grouped_page","initial_release_scope","source_evidence","notes"
"https://oikaw.com/lex-star","/lex-star","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - LEX - STAR","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/lex-star","2019","LEX","STAR","Video","Director; Editor; CG","","en-US","false","true","https://web.archive.org/web/20250912090513/https://oikaw.oikaw.com/lex-star","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/maeshima-bloom-swipe","/maeshima-bloom-swipe","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - maeshima soshi & BLOOM VASE - Swipe","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/maeshima-bloom-swipe","2021","maeshima soshi & BLOOM VASE","Swipe","Video","Director; Camera; Edit","","en-US","false","true","https://web.archive.org/web/20250912104407/https://oikaw.oikaw.com/maeshima-bloom-swipe","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/maeshimasoshi","/maeshimasoshi","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Portrait of maeshima soshi","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/maeshimasoshi","2021","maeshima soshi","Portrait of maeshima soshi","Graphic","","","en-US","false","true","https://web.archive.org/web/20250912085810/https://oikaw.oikaw.com/maeshimasoshi","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/majorminor","/majorminor","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - NOISEMAKER - MAJOR-MINOR","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/majorminor","2019","NOISEMAKER","MAJOR-MINOR","Video","Director; Editor; CG","","en-US","false","true","https://web.archive.org/web/20250912092730/https://oikaw.oikaw.com/majorminor","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/mflo-chelmico-runaways","/mflo-chelmico-runaways","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - m-flo♡chelmico - RUN AWAYS","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/mflo-chelmico-runaways","2020","m-flo♡chelmico","RUN AWAYS","Video","3DCG; Camera","","en-US","false","true","https://web.archive.org/web/20251011153004/https://oikaw.oikaw.com/mflo-chelmico-runaways","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/mojimo-game","/mojimo-game","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - mojimo game","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/mojimo-game","2018","","mojimo game","Graphic","","","en-US","false","true","https://web.archive.org/web/20251015144713/https://oikaw.oikaw.com/mojimo-game","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/monster-rion-message","/monster-rion-message","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Monster Rion - Message feat. 向井太一","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/monster-rion-message","2018","Monster Rion feat. Taichi Mukai","Message","Video","Director; Videographer; Editor","","en-US","false","true","https://web.archive.org/web/20251015150638/https://oikaw.oikaw.com/monster-rion-message","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/monster-rion-secret","/monster-rion-secret","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Monster Rion - Secret Dancehall","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/monster-rion-secret","2018","Monster Rion (SONPUB & The BK Sound)","Secret Dancehall feat. IO, YOUNG JUJU & Thelma Aoyama","Video","Director; Videographer; Editor; CG","","en-US","false","true","https://web.archive.org/web/20250912095240/https://oikaw.oikaw.com/monster-rion-secret","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/monster-riot","/monster-riot","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Monster Rion - Monster Riot ft. Jinmenusagi","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/monster-riot","2016","Monster Rion (SONPUB & The BK Sound)","Monster Riot feat. Jinmenusagi","Video","Director; Videographer; Editor; CG","","en-US","false","true","https://web.archive.org/web/20250912095337/https://oikaw.oikaw.com/monster-riot","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/musicvideo","/musicvideo","oikaw.com historical","archive-verified-live-unchecked","category-index","YUSUKE OIKAWA - Video","","https://oikaw.com/musicvideo","","","","Video index","","","en-US","false","true","https://web.archive.org/web/20200803083339/https://oikaw.com/musicvideo","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/others","/others","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","category-index","YUSUKE OIKAWA - Others","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/others","","","","Others index","","","en-US","false","true","https://web.archive.org/web/20251015155349/https://oikaw.oikaw.com/others","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/photo","/photo","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-codex-http-404-human-browser-live","category-index","YUSUKE OIKAWA - Photograph","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/photo","","","","Photograph index","","","en-US","false","false","https://web.archive.org/web/20251015141346/https://oikaw.oikaw.com/photo","Public archive verified. Codex HTTP returned 404 on 2026-08-19, while Human Validation in normal Chrome confirmed the Adobe Portfolio site displayed normally; do not interpret the Codex response as a production outage."
"https://oikaw.com/portrait-4s4ki","/portrait-4s4ki","oikaw.com historical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Portrait of 4s4ki","","https://oikaw.com/portrait-4s4ki","2020","4s4ki","Portrait of 4s4ki","Graphic","","","en-US","false","true","https://web.archive.org/web/20200918094118/https://oikaw.com/portrait-4s4ki","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/portrait-4s4ki-2020","/portrait-4s4ki-2020","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Portrait of 4s4ki 2020","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/portrait-4s4ki-2020","2020","4s4ki","Portrait of 4s4ki 2020","Graphic","","","en-US","false","true","https://web.archive.org/web/20251015143637/https://oikaw.oikaw.com/portrait-4s4ki-2020","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/portrait-satoru-kawaguchi","/portrait-satoru-kawaguchi","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Portrait of Satoru Kawaguchi","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/portrait-satoru-kawaguchi","2019","","Portrait of Satoru Kawaguchi","Graphic","","","en-US","false","true","https://web.archive.org/web/20251011161957/https://oikaw.oikaw.com/portrait-satoru-kawaguchi","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/portrait-sk","/portrait-sk","oikaw.com historical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - Portrait of Satoru Kawaguchi","","https://oikaw.com/portrait-sk","2019","","Portrait of Satoru Kawaguchi","Graphic","","","en-US","false","true","https://web.archive.org/web/20200918112751/https://oikaw.com/portrait-sk","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/sexgame","/sexgame","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - the hatch - SEXGAME","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/sexgame","2018","the hatch","SEXGAME","Video","Director; Videographer; Editor","","en-US","false","true","https://web.archive.org/web/20250912090806/https://oikaw.oikaw.com/sexgame","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/star","/star","oikaw.com historical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - LEX - STAR","","https://oikaw.com/star","2019","LEX","STAR","Video","Director; Editor; CG","","en-US","false","true","https://web.archive.org/web/20200918093329/https://oikaw.com/star","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/tentere-ending","/tentere-ending","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-codex-http-404-human-browser-live","project-group","YUSUKE OIKAWA - Eテレ 天才てれびくん エンディング","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/tentere-ending","2018; 2019; 2020; 2021; 2022","","","Video","Director; Editor; 3DCG","","en-US","true","true","https://web.archive.org/web/20251015135926/https://oikaw.oikaw.com/tentere-ending","Public archive verified. Codex HTTP returned 404 on 2026-08-19, while Human Validation in normal Chrome confirmed the Adobe Portfolio site displayed normally; do not interpret the Codex response as a production outage. Human Validation confirmed an HTTP 200 migration compatibility view at this same legacy pathname. Its historical Project subset is fixed by explicit IDs in url-migration-map.csv; it is not a normal-IA Collection or a future filter calculation."
"https://oikaw.com/thai-2016","/thai-2016","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","photography","YUSUKE OIKAWA - ""タイ ประเทศไทย Thailand"" 2016","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/thai-2016","","","""タイ ประเทศไทย Thailand"" 2016","Photograph","","","en-US","false","false","https://web.archive.org/web/20251011162202/https://oikaw.oikaw.com/thai-2016","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/top","/top","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","home","YUSUKE OIKAWA","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/top","","","","","","","en-US","false","true","https://web.archive.org/web/20251015145225/https://oikaw.oikaw.com/top","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/tsuru-to-kame","/tsuru-to-kame","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-live-unchecked","project","YUSUKE OIKAWA - [鶴と亀 禄] パンチライン CGビジュアル","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/tsuru-to-kame","2017","","[鶴と亀 禄] パンチライン CGビジュアル","Graphic","","","en-US","false","true","https://web.archive.org/web/20250912085152/https://oikaw.oikaw.com/tsuru-to-kame","Historical 200 response verified from the public Internet Archive; current live status was not individually tested."
"https://oikaw.com/video","/video","oikaw.com public alias; oikaw.oikaw.com archived canonical","archive-verified-codex-http-404-human-browser-live","category-index","YUSUKE OIKAWA - Video","|| Director, Visual Artist || This page is dedicated to the work of Yusuke Oikawa.","https://oikaw.oikaw.com/video","","","","Video index","","","en-US","false","true","https://web.archive.org/web/20251015152638/https://oikaw.oikaw.com/video","Public archive verified. Codex HTTP returned 404 on 2026-08-19, while Human Validation in normal Chrome confirmed the Adobe Portfolio site displayed normally; do not interpret the Codex response as a production outage."
